description,merchant
**ID852963|03/03|**2963|USD10.99|NFLX|ENTMT|SUBSCR|LSANCA,Netflix
**ID852963|04/13|**3698|USD15.50|NTFLX|ENTMT|SUBSCR|LSANGLS,Netflix
**ID852963|05/02|**2963|USD17.99|HBO|ENTMT|SUBSCR|ATLNGA,HBO
**ID852963|07/01|**2963|USD12.99|DSNP|ENTMT|SUBSCR|BRBKCA,Disney+
**ID852963|07/30|**3698|USD13.99|YOUTUB|ENTMT|SUBSCR|MNTNVEW,YouTube
**ID852963|10/18|**2589|USD13.99|YOUTUB|ENTMT|SUBSCR|MNTNVEW,YouTube
**ID852963|12/08|**3698|USD14.99|YOUTUB|ENTMT|SUBSCR|MNTNVEW,YouTube
**ID852963|12/28|**3698|USD14.99|YOUTUB|ENTMT|SUBSCR|MNTNVEW,YouTube
**ID852964|07/01|**2964|USD14.99|HULU|ENTMT|SUBSCR|SNTVLCA,Hulu
**ID852965|07/07|**2965|USD5.99|SPFY|ENTMT|SUBSCR|STCKHLM,Spotify
**ID852967|07/19|**2967|USD15.99|HBO|ENTMT|SUBSCR|NWYRKNY,HBO
**ID852968|07/25|**2968|USD6.99|DSNP|ENTMT|SUBSCR|BRBKCA,Disney+
**ID852970|08/06|**2970|USD7.99|HULU|ENTMT|SUBSCR|SNTVLCA,Hulu
**ID852972|08/18|**2972|USD12.99|AMZN|ENTMT|SUBSCR|STTLWA,Amazon
**ID852973|08/24|**2973|USD14.99|HBO|ENTMT|SUBSCR|NWYRKNY,HBO
**ID852974|08/30|**2974|USD6.99|DSNP|ENTMT|SUBSCR|BRBKCA,Disney+
**ID852975|09/05|**2975|USD9.99|NFLX|ENTMT|SUBSCR|LSGTSCA,Netflix
**ID852976|09/11|**2976|USD8.99|HULU|ENTMT|SUBSCR|SNTVLCA,Hulu
**ID852978|09/23|**2978|USD11.99|AMZN|ENTMT|SUBSCR|STTLWA,Amazon
**ID852979|09/29|**2979|USD15.99|HBO|ENTMT|SUBSCR|NWYRKNY,HBO
**ID852980|10/05|**2980|USD6.99|DSNP|ENTMT|SUBSCR|BRBKCA,Disney+
**ID852981|10/11|**2981|USD10.99|NFLX|ENTMT|SUBSCR|LSGTSCA,Netflix
**ID852982|10/17|**2982|USD7.99|HULU|ENTMT|SUBSCR|SNTVLCA,Hulu
**ID852983|10/23|**2983|USD4.99|SPFY|ENTMT|SUBSCR|STCKHLM,Spotify
**ID852985|11/04|**2985|USD14.99|HBO|ENTMT|SUBSCR|NWYRKNY,HBO
**ID852986|11/10|**2986|USD6.99|DSNP|ENTMT|SUBSCR|BRBKCA,Disney+
**ID852987|11/16|**2987|USD9.99|NFLX|ENTMT|SUBSCR|LSGTSCA,Netflix
**ID852988|11/22|**2988|USD8.99|HULU|ENTMT|SUBSCR|SNTVLCA,Hulu
**ID852989|11/28|**2989|USD5.99|SPFY|ENTMT|SUBSCR|STCKHLM,Spotify
**ID871905|05/06|**1905|USD99.99|ROKU|TECH|SUBSCR|SARATOGA_US,Roku
**ID890123|01/05|**2345|CAD61.50|SOBEYS|GROCERY|PURCHASE|TORONTOCA,Sobeys
**ID890123|01/16|**0123|CAD88.00|SHOPDRG|HEALTH|PURCHASE|VNCOVRBC,Shoppers Drug Mart
**ID890123|01/25|**2345|EUR66.75|MONOPRIX|GROCERY|PURCHASE|LYONFR,Monoprix
**ID890123|02/05|**0123|SAR300|PANDA|GROCERY|PURCHASE|RIYADHSA,Panda
**ID890123|02/14|**2345|JPY5700|LAWSON|CONVENIENCE|PURCHASE|TOKYOJP,Lawson
**ID890123|02/20|**0123|USD68.25|ROSS|RETAIL|PURCHASE|ORLNDFL,Ross
**ID890123|03/17|**0123|RSD5000|MAXI|GROCERY|PURCHASE|BELGRADRS,Maxi
**ID890123|03/19|**9012|MXN1250|OXXO|CONVENIENCE|PURCHASE|MEXCMX,OXXO
**ID890123|03/26|**2345|GBP41.50|MORRISONS|GROCERY|PURCHASE|BIRMINGHAMUK,Morrisons
**ID890123|03/27|**0123|EUR70.25|CARREFR|GROCERY|PURCHASE|MDRDSP,Carrefour
**ID890123|04/15|**2345|JPY4900|7-ELEVEN|CONVENIENCE|PURCHASE|OSAKAJP,7-Eleven
**ID890123|05/01|**0123|EUR72.50|AUCHAN|GROCERY|PURCHASE|LYONFR,Auchan
**ID890123|05/25|**2345|ZAR300|PICK N PAY|GROCERY|PURCHASE|CAPETOWNZA,Pick n Pay
**ID890123|05/29|**0123|USD78.90|ULTA|BEAUTY|PURCHASE|BRMNGHMLA,Ulta Beauty
**ID890123|06/05|**0123|CAD88.75|LOBLAWS|GROCERY|PURCHASE|TRONTOON,Loblaws
**ID890123|07/04|**2345|MYR100|GIANT|GROCERY|PURCHASE|KUALALUMPURMY,Giant
**ID890123|07/07|**1234|RUB2800|PEREKRESTOK|GROCERY|PURCHASE|MOSCRU,Perekrestok
**ID890123|07/10|**0123|JPY9500|FAMILYMT|GROCERY|PURCHASE|OSAKAJP,FamilyMart
**ID890123|08/13|**2345|CHF75|COOP|GROCERY|PURCHASE|ZURICHCH,Coop
**ID890123|08/14|**0123|AUD98.75|WOOLWRTH|GROCERY|PURCHASE|BRSBNAU,Woolworths
**ID890123|08/31|**1234|AED195|CARREFOUR|GROCERY|PURCHASE|DUBIAE,Carrefour
**ID890123|09/22|**2345|SGD75|COLD STORAGE|GROCERY|PURCHASE|SINGAPORESG,Cold Storage
**ID890123|09/26|**0123|USD56.78|MARSHALLS|RETAIL|PURCHASE|RCHSTRNY,Marshalls
**ID890123|10/17|**0123|USD12.34|MICHAELS|CRAFT|PURCHASE|LBBCKX,Michaels
**ID890123|10/25|**1234|EUR65.80|ALBERT|GROCERY|PURCHASE|VIENAU,Albertsons
**ID890123|11/06|**2345|GBP29.99|SAINSBURY'S|GROCERY|PURCHASE|MANCHESTERUK,Sainsbury's
**ID890123|11/07|**0123|EUR72.50|CARREFR|GROCERY|PURCHASE|PRSFRCE,Carrefour
**ID890123|11/17|**0123|HKD1200|PARKNSHOP|GROCERY|PURCHASE|HONGKONGHK,ParknShop
**ID890123|11/26|**2345|EUR59.99|CARREFOUR|GROCERY|PURCHASE|LYONFR,Carrefour
**ID890123|12/12|**0123|JPY7500|7ELEVEN|GROCERY|PURCHASE|OSAKAJP,7-Eleven
**ID890123|12/27|**0123|ZAR1500|WOOLWORTHS|GROCERY|PURCHASE|CAPETOWNZA,Woolworths
**ID901234|03/01|**1234|HUF20000|TESCO|GROCERY|PURCHASE|BUDAPESTHU,Tesco
**ID901234|03/25|**3456|HKD350|WELLCOME|GROCERY|PURCHASE|HKGHK,Wellcome
**ID901234|04/10|**1234|AZN100|BRAVO|GROCERY|PURCHASE|BAKUAZ,Bravo
**ID901234|04/19|**6789|EUR50|CARREFOUR|GROCERY|PURCHASE|PARISFR,Carrefour
**ID901234|05/19|**5678|AUD95.25|WOOLWORTHS|GROCERY|PURCHASE|MLBRAU,Woolworths
**ID901234|05/29|**6789|SEK200|ICA|GROCERY|PURCHASE|STOCKHOLMSE,ICA
**ID901234|07/08|**6789|KRW50000|LOTTE MART|GROCERY|PURCHASE|SEOULKR,Lotte Mart
**ID901234|07/13|**5678|CNY320|WALMART|GROCERY|PURCHASE|BJNGCN,Walmart
**ID901234|08/17|**6789|PLN150|LIDL|GROCERY|PURCHASE|WARSAWPL,Lidl
**ID901234|09/26|**6789|HKD350|WELLCOME|GROCERY|PURCHASE|HONGKONGHK,Wellcome
**ID901234|10/13|**7890|JPY5500|7-ELEVEN|CONVENIENCE|PURCHASE|TOKYOJP,7-Eleven
**ID901234|11/01|**1234|CAD200|BESTBUY|ELECTRONICS|PURCHASE|TORONTOCA,Best Buy
**ID901234|12/11|**1234|CHF150|MIGROS|GROCERY|PURCHASE|ZURICHCH,Migros
**ID902385|06/13|**2385|USD119.99|ADOBE_CREATIVE|SOFTWARE|SUBSCR|SANJOSE,Adobe
**ID903725|06/07|**3725|USD19.99|PLAYSTATION_PLUS|GAME|SUBSCR|SANFRANCISCA,PlayStation
**ID904872|05/18|**4872|USD249.99|ADIDAS|SPORTS_GEAR|PURCHASE|HERZOGENAURACH,Adidas
**ID913579|01/12|**1357|USD5.99|SPFY|ENTMT|SUBSCR|STCKHLSW,Spotify
**ID913579|02/06|**1357|USD4.99|SPFY|ENTMT|SUBSCR|STCKHLSW,Spotify
**ID913579|03/03|**1357|USD5.99|SPFY|ENTMT|SUBSCR|STCKHLSW,Spotify
**ID913579|03/28|**1357|USD4.99|SPFY|ENTMT|SUBSCR|STCKHLSW,Spotify
**ID913579|05/17|**1357|USD4.99|SPFY|ENTMT|SUBSCR|STCKHLSW,Spotify
**ID913579|07/06|**3579|USD15.99|HBOMAX|ENTMT|SUBSCR|BRBKCA,HBO
**ID913579|07/31|**3579|USD16.99|NFLX|ENTMT|SUBSCR|LSGNLCA,Netflix
**ID913579|09/19|**3579|USD12.99|TIDAL|ENTMT|SUBSCR|NWYRKNY,Tidal
**ID913579|10/14|**3579|USD11.99|SPOT|ENTMT|SUBSCR|STCKHLSW,Spotify
**ID913579|10/29|**1357|USD14.99|ESPN|ENTMT|SUBSCR|BRSTWCT,ESPN
**ID913579|10/29|**1357|USD55.99|ESPN|ENTMT|SUBSCR|BRSTLCT,ESPN
**ID913579|11/08|**3579|USD10.99|PNDRA|ENTMT|SUBSCR|OKLDCA,Pandora
**ID913579|11/23|**1357|USD7.99|SPFY|ENTMT|SUBSCR|STCKHLSW,Spotify
**ID913579|12/03|**3579|USD13.99|AMZN|ENTMT|SUBSCR|STTLWA,Amazon
**ID913579|12/18|**1357|USD9.99|SPFY|ENTMT|SUBSCR|STCKHLSW,Spotify
**ID913579|12/28|**3579|USD15.99|DSNP|ENTMT|SUBSCR|BRBKCA,Disney+
**ID920736|06/03|**0736|USD109.99|BEATS_PILL|TECH|PURCHASE|SANFRANCISCO,Beats
**ID923468|02/08|**3468|USD24.99|SHOWTIME|ENTMT|SUBSCR|NEWYORKNY,Showtime
**ID924608|03/29|**4608|USD4.99|APPLEMUSIC|MUSIC|SUBSCR|CUPERTINOSJ,Apple
**ID932050|06/17|**2050|USD19.99|DISNEY_PLUS|ENTMT|SUBSCR|BURBANKCA,Disney+
**ID932508|06/15|**2508|USD99.99|MICROSOFTSURFACE|TECH|PURCHASE|REDMONDWA,Microsoft
**ID951159|01/02|**1159|USD13.99|STARZ|ENTMT|SUBSCR|SNTVLCA,Starz
**ID951159|02/07|**1159|USD11.99|CMAX|ENTMT|SUBSCR|NWYORKNY,Cinemax
**ID951159|03/15|**1159|USD11.99|BRITBX|ENTMT|SUBSCR|LNDONUK,BritBox
**ID951159|10/22|**1159|USD11.99|HBOMX|ENTMT|SUBSCR|BURBNKCA,HBO
**ID951159|11/27|**1159|USD14.99|PCOCK|ENTMT|SUBSCR|NWYORKNY,Peacock
**ID951357|02/17|**1357|USD89.99|EXPRSS|RETAIL|PURCHASE|CLMBSOH,Express
**ID951357|03/03|**1357|USD9.99|TUBI|ENTMT|SUBSCR|LSANGLS,Tubi
**ID951357|03/13|**1357|USD99.99|NEWBLNC|RETAIL|PURCHASE|BSTNMA,New Balance
**ID951357|04/08|**1357|USD10.99|PCOCK|ENTMT|SUBSCR|NWYORKNY,Peacock
**ID951357|09/02|**1357|USD69.99|UNDERARM|RETAIL|PURCHASE|BLTMRMD,Under Armour
**ID951357|09/30|**1357|USD599.99|DELL|TECH|PURCHASE|ROUNDRKTX,Dell
**ID951357|11/13|**1357|USD99.99|LULULMN|RETAIL|PURCHASE|VNCVRBC,Lululemon
**ID951357|11/15|**1357|USD5.99|APLMS|ENTMT|SUBSCR|CUPERTINO,Apple
**ID951357|12/07|**1357|USD69.99|CROCS|RETAIL|PURCHASE|BROOMFLDCO,Crocs
**ID951357|12/21|**1357|USD8.99|PLEX|ENTMT|SUBSCR|LSANGLS,Plex
**ID951753|01/12|**1753|USD89.99|NIKEINC|RETAIL|PURCHASE|BVRTNOR,Nike
**ID951753|01/14|**1753|USD9.99|PHILO|ENTMT|SUBSCR|SNFRNCSCO,Philo
**ID951753|02/19|**1753|USD15.99|FUBO|ENTMT|SUBSCR|NWYORKNY,Fubo
**ID951753|08/21|**1753|USD149.99|DCKSSPG|RETAIL|PURCHASE|PTTSBGPA,Dick's Sporting Goods
**ID951753|09/14|**1753|USD89.99|VANS CO|RETAIL|PURCHASE|COSTMSACA,Vans
**ID951753|10/10|**1753|USD15.99|PRMVD|ENTMT|SUBSCR|STTLEWA,Prime Video
**ID951753|11/01|**1753|USD79.99|EXPRSS|RETAIL|PURCHASE|CLMBSOH,Express
**ID951753|11/03|**1753|USD17.99|ESPN|ENTMT|SUBSCR|BRISTOLCT,ESPN
**ID951753|11/25|**1753|USD89.99|TOMMYHF|RETAIL|PURCHASE|NWYRKNY,Tommy Hilfiger
**ID951753|12/09|**1753|USD19.99|FUBO|ENTMT|SUBSCR|NWYORKNY,Fubo
**ID951753|12/19|**1753|USD89.99|ADIDASG|RETAIL|PURCHASE|PRTLNDOR,Adidas
**ID951951|09/16|**1951|USD9.99|SPTFY|ENTMT|SUBSCR|STCKHLMSW,Spotify
**ID963147|02/04|**3147|USD899.99|GOOGL|TECH|PURCHASE|MNTNVWCA,Google
**ID963147|02/28|**3147|USD1299.99|NVDA|TECH|PURCHASE|SNTCLRCA,NVIDIA
**ID963147|04/14|**3147|USD899.99|INTC|TECH|PURCHASE|SNCLRCA,Intel
**ID963147|05/29|**3147|USD1099.99|TSLA|TECH|PURCHASE|FREMNTCA,Tesla
**ID963147|07/16|**3147|USD599.99|MSFT|TECH|PURCHASE|RDMNDWA,Microsoft
**ID963147|10/30|**1478|USD5.99|APPLMS|MUSIC|SUBSCR|CUPRTIN,Apple
**ID963258|02/13|**3258|USD1099.99|AAPL|TECH|PURCHASE|CUPRTNO,Apple
**ID963258|03/12|**3258|USD799.99|GOOGL|TECH|PURCHASE|MNTNVWCA,Google
**ID963258|03/30|**3258|USD599.99|GOOG|TECH|PURCHASE|MNTNVWCA,Google
**ID963258|06/10|**3258|USD699.99|MSFT|TECH|PURCHASE|RDMNDWA,Microsoft
**ID963258|06/12|**3698|USD11.99|PRIMEV|ENTMT|SUBSCR|SEATTLE,Prime Video
**ID963258|06/28|**3258|USD499.99|AMD|TECH|PURCHASE|SNTCLRCA,AMD
**ID963258|07/12|**3258|USD699.99|SMSG|TECH|PURCHASE|SEOULKR,Samsung
**ID963258|08/31|**2589|USD11.99|PRIMEV|ENTMT|SUBSCR|SEATTLE,Amazon
**ID963258|11/19|**3698|USD11.99|PRIMEV|ENTMT|SUBSCR|SEATTLE,Amazon
**ID963259|06/28|**3259|USD799.99|MSFT|TECH|PURCHASE|RDMNDWA,Microsoft
**ID963260|07/04|**3260|USD1299.99|APPL|TECH|PURCHASE|CUPRTNO,Apple
**ID963261|07/10|**3261|USD699.99|SMSNG|TECH|PURCHASE|SUWONKR,Samsung
**ID963262|07/16|**3262|USD999.99|GOOG|TECH|PURCHASE|MNTNVWCA,Google
**ID963263|07/22|**3263|USD599.99|SONY|TECH|PURCHASE|TKYOJP,Sony
**ID963265|08/03|**3265|USD1499.99|APPL|TECH|PURCHASE|CUPRTNO,Apple
**ID963266|08/09|**3266|USD799.99|MSFT|TECH|PURCHASE|RDMNDWA,Microsoft
**ID963269|08/27|**3269|USD599.99|SONY|TECH|PURCHASE|TKYOJP,Sony
**ID963270|09/02|**3270|USD899.99|DELL|TECH|PURCHASE|RNDRCKTX,Dell
**ID963271|09/08|**3271|USD1299.99|APPL|TECH|PURCHASE|CUPRTNO,Apple
**ID963272|09/14|**3272|USD799.99|MSFT|TECH|PURCHASE|RDMNDWA,Microsoft
**ID963274|09/26|**3274|USD999.99|GOOG|TECH|PURCHASE|MNTNVWCA,Google
**ID963275|10/02|**3275|USD599.99|SONY|TECH|PURCHASE|TKYOJP,Sony
**ID963276|10/08|**3276|USD899.99|DELL|TECH|PURCHASE|RNDRCKTX,Dell
**ID963277|10/14|**3277|USD1499.99|APPL|TECH|PURCHASE|CUPRTNO,Apple
**ID963278|10/20|**3278|USD799.99|MSFT|TECH|PURCHASE|RDMNDWA,Microsoft
**ID963279|10/26|**3279|USD699.99|SMSNG|TECH|PURCHASE|SUWONKR,Samsung
**ID963280|11/01|**3280|USD1099.99|GOOG|TECH|PURCHASE|MNTNVWCA,Google
**ID963282|11/13|**3282|USD899.99|DELL|TECH|PURCHASE|RNDRCKTX,Dell
**ID963283|11/19|**3283|USD1299.99|APPL|TECH|PURCHASE|CUPRTNO,Apple
**ID963284|11/25|**3284|USD799.99|MSFT|TECH|PURCHASE|RDMNDWA,Microsoft
**ID963369|01/09|**1478|USD5.99|APPLMS|MUSIC|SUBSCR|CUPRTIN,Apple
**ID963369|01/29|**1478|USD5.99|APPLMS|MUSIC|SUBSCR|CUPRTIN,Apple
**ID963369|02/18|**1478|USD5.99|APPLMS|MUSIC|SUBSCR|CUPRTIN,Apple
**ID963369|03/30|**3369|USD899.99|MSFT|TECH|PURCHASE|RDMNDWA,Microsoft
**ID963369|06/28|**3369|USD499.99|GOOGL|TECH|PURCHASE|MNTNVWCA,Google
**ID963369|07/02|**1478|USD5.99|APPLMS|MUSIC|SUBSCR|CUPRTIN,Apple
**ID963369|09/20|**7412|USD5.99|APPLMS|MUSIC|SUBSCR|CUPRTIN,Apple
**ID963369|12/20|**1478|USD5.99|APPLMS|MUSIC|SUBSCR|CUPRTIN,Apple
**ID963741|01/29|**3741|USD699.99|INTC|TECH|PURCHASE|SNCLRCA,Intel
**ID963741|03/15|**3741|USD499.99|AMD|TECH|PURCHASE|SNTCLRCA,AMD
**ID963741|04/29|**3741|USD799.99|MSFT|TECH|PURCHASE|RDMNDWA,Microsoft
**ID963741|05/23|**3741|USD599.99|GOOGL|TECH|PURCHASE|MNTNVWCA,Google
**ID963741|06/13|**3741|USD1299.99|NVDA|TECH|PURCHASE|SNTCLRCA,NVIDIA
**ID963852|01/14|**3852|USD1299.99|MSFT|TECH|PURCHASE|RDMNDWA,Microsoft
**ID963852|04/17|**3852|USD699.99|GOOGL|TECH|PURCHASE|MNTNVWCA,Google
**ID963852|08/09|**3852|USD89.99|NIKEINC|RETAIL|PURCHASE|BVRTNOR,Nike
**ID963963|09/04|**3963|USD12.99|NFLX|ENTMT|SUBSCR|LSANGLS,Netflix
**ID963963|10/10|**3698|USD11.99|PRIMEV|ENTMT|SUBSCR|SEATTLE,Amazon
**ID981205|07/response:25|**1205|USD4.99|APPLEICLOUD|STORAGE|PURCHASE|CUPCA,Apple
**ID981250|07/15|**1250|USD599.99|SONY|TECH|PURCHASE|TOKYO,Sony
**ID981250|07/21|**1250|USD799.99|SAMSUNG|TECH|PURCHASE|SEOUL,Samsung
**ID982035|06/11|**2035|USD69.99|NIKE|SPORTS|PURCHASE|BEAVERTON,Nike
**ID982305|06/09|**2305|USD16.99|SPOTIFY|ENTMT|SUBSCR|STOCKHOLM,Spotify
**ID987321|01/16|**7321|USD129.99|SONYPS5|GAMING|PURCHASE|SNMNCCA,Sony
**ID987321|06/09|**7321|USD189.99|SONYPS5|GAMING|PURCHASE|SNMNCCA,Sony
**ID987654|02/09|**7654|USD49.99|CHGG|EDU|SUBSCR|SNCLRACA,Chegg
**ID987654|03/29|**7654|USD59.99|CHGG|EDU|SUBSCR|SNCLRACA,Chegg
**ID987654|05/16|**7654|USD69.99|CHGG|EDU|SUBSCR|SNCLRACA,Chegg
**ID987654|09/19|**3210|USD42.99|CHPOTLE|FOOD|PURCHASE|DENVECO,Chipotle
*AIRBNB NYC 09/26 PURCHASE NEW YORK NY,Airbnb
*AMZNSMKTPLACE SEATTLE 10/01 PURCHASE SEATTLE WA,Amazon
*APPLE ITUNES 09/23 PURCHASE CUPERTINO CA,Apple
*GOOGLE PRTNRS 09/21 PURCHASE MOUNTAIN VIEW CA,Google
*SQ AIRBNB BARCELONA 01/21 PURCHASE BARCELONA ES,Airbnb
*SQ AIRBNB BERLIN 07/29 PURCHASE BERLIN DE,Airbnb
*SQ AIRBNB BERLIN 09/24 PURCHASE BERLIN DE,Airbnb
*SQ AIRBNB BERLIN 10/29 PURCHASE BERLIN DE,Airbnb
*SQ AIRBNB PARIS 09/25 PURCHASE PARIS FR,Airbnb
*SQ AIRBNB ROME 03/25 PURCHASE ROME IT,Airbnb
*SQ AIRBNB SYDNEY 05/27 PURCHASE SYDNEY AU,Airbnb
*SQ AIRBNB TOKYO 11/19 PURCHASE TOKYO JP,Airbnb
*SQ AMERICAN AIRLINES 07/01 PURCHASE DALLAS TX,American Airlines
*SQ AMERICAN AIRLINES 09/17 PURCHASE NEW YORK NY,American Airlines
*SQ AMERICAN AIRLINES 12/24 PURCHASE DALLAS TX,American Airlines
*SQ ARBY'S AMSTERDAM 11/29 PURCHASE AMSTERDAM NL,Arby's
*SQ ARBYS HELSINKI 06/09 PURCHASE HELSINKI FI,Arby's
*SQ AUNTIE ANNES PRETZELS SINGAPORE 07/15 PURCHASE SINGAPORE SG,Auntie Anne's
*SQ BASKIN ROBBINS MEXICO CITY 07/27 PURCHASE MEXICO CITY MX,Baskin Robbins
*SQ BRATWURST HAUS BERLIN 11/24 PURCHASE BERLIN DE,Bratwurst Haus
*SQ BURGER BLISS AUCKLAND 10/31 PURCHASE AUCKLAND NZ,Burger Bliss
*SQ BURGER KING PARIS 10/24 PURCHASE PARIS FR,Burger King
*SQ BURGER KING ROME 05/16 PURCHASE ROME IT,Burger King
*SQ CARL'S JR. MADRID 12/19 PURCHASE MADRID ES,Carl's Jr.
*SQ CHICK-FIL-A TORONTO 12/27 PURCHASE TORONTO CA,Chick-fil-A
*SQ CHIPOTLE MEXICAN GRILL TORONTO 04/22 PURCHASE TORONTO CA,Chipotle
*SQ CINNABON HONG KONG 07/19 PURCHASE HONG KONG HK,Cinnabon
*SQ COFFEE HAVEN MELBOURNE 10/27 PURCHASE MELBOURNE AU,Coffee Haven
*SQ COLD STONE CREAMERY SEOUL 07/07 PURCHASE SEOUL KR,Cold Stone Creamery
*SQ CORNER BAKERY CAFE SYDNEY 04/02 PURCHASE SYDNEY AU,Corner Bakery Cafe
*SQ CULVER'S DUBAI 01/12 PURCHASE DUBAI AE,Culvers
*SQ CURRYWURST CORNER HAMBURG 04/01 PURCHASE HAMBURG DE,Currywurst Corner
*SQ DAIRY QUEEN BANGKOK 12/03 PURCHASE BANGKOK TH,Dairy Queen
*SQ DAIRY QUEEN VIENNA 06/17 PURCHASE VIENNA AT,Dairy Queen
*SQ DELTA AIRLINES 01/14 PURCHASE NEW YORK NY,Delta Air Lines
*SQ DELTA AIRLINES 03/18 PURCHASE ATLANTA GA,Delta Air Lines
*SQ DELTA AIRLINES 05/20 PURCHASE ATLANTA GA,Delta Air Lines
*SQ DELTA AIRLINES 07/22 PURCHASE ATLANTA GA,Delta Air Lines
*SQ DELTA AIRLINES 11/12 PURCHASE ATLANTA GA,Delta Air Lines
*SQ DOMINO'S PIZZA ROME 10/16 PURCHASE ROME IT,Domino's
*SQ DOMINOS PIZZA DUBLIN 05/20 PURCHASE DUBLIN IE,Domino's
*SQ DUNKIN DONUTS SYDNEY 04/26 PURCHASE SYDNEY AU,Dunkin' Donuts
*SQ DUNKIN' DONUTS DUBAI 11/13 PURCHASE DUBAI AE,Dunkin' Donuts
*SQ EINSTEIN BROS BAGELS COPENHAGEN 08/08 PURCHASE COPENHAGEN DK,Einstein Bros Bagels
*SQ EL POLLO LOCO NEW DELHI 01/20 PURCHASE NEW DELHI IN,El Pollo Loco
*SQ FALAFEL FEAST BEIRUT 03/20 PURCHASE BEIRUT LB,Falafel Feast
*SQ FALAFEL FEAST TEL AVIV 02/04 PURCHASE TEL AVIV IL,Falafel Feast
*SQ FALAFEL FEAST TEL AVIV 12/22 PURCHASE TEL AVIV IL,Falafel Feast
*SQ FISH AND CHIPS LONDON 02/28 PURCHASE LONDON UK,Fish and Chips
*SQ FISH AND CHIPS LONDON 12/06 PURCHASE LONDON UK,Fish and Chips
*SQ FIVE GUYS BERLIN 12/23 PURCHASE BERLIN DE,Five Guys
*SQ FIVE GUYS OSLO 06/05 PURCHASE OSLO NO,Five Guys
*SQ FOUR SEASONS 09/27 PURCHASE SINGAPORE SGP,Four Seasons
*SQ FOUR SEASONS 11/09 PURCHASE SEOUL KOR,Four Seasons
*SQ FOUR SEASONS HOTEL 03/13 PURCHASE BANGKOK THA,Four Seasons
*SQ GELATO DREAMS FLORENCE 11/16 PURCHASE FLORENCE IT,Gelato Dreams
*SQ GYROS GALORE ATHENS 01/27 PURCHASE ATHENS GR,Gyros Galore
*SQ GYROS GALORE ATHENS 03/12 PURCHASE ATHENS GR,Gyros Galore
*SQ GYROS GALORE ATHENS 04/17 PURCHASE ATHENS GR,Gyros Galore
*SQ HILTON 07/01 PURCHASE LONDON UK,Hilton
*SQ HILTON GARDEN INN 02/19 PURCHASE LONDON UK,Hilton Garden Inn
*SQ HILTON HOTEL 01/28 PURCHASE SYDNEY AU,Hilton
*SQ HILTON HOTEL 04/01 PURCHASE BERLIN DE,Hilton
*SQ HILTON HOTEL 08/05 PURCHASE SYDNEY AU,Hilton
*SQ HILTON HOTEL 10/07 PURCHASE LONDON UK,Hilton
*SQ HYATT HOTEL 02/18 PURCHASE LONDON UK,Hyatt
*SQ HYATT HOTEL 08/26 PURCHASE TOKYO JP,Hyatt
*SQ HYATT HOTEL 09/10 PURCHASE TOKYO JP,Hyatt
*SQ HYATT HOTEL 11/26 PURCHASE BERLIN DE,Hyatt
*SQ IN-N-OUT BURGER SYDNEY 12/31 PURCHASE SYDNEY AU,In-N-Out Burger
*SQ INTERCONTINENTAL 03/24 PURCHASE HONG KONG HKG,Intercontinental
*SQ INTERCONTINENTAL 06/20 PURCHASE DUBAI UAE,Intercontinental
*SQ INTERCONTINENTAL 08/25 PURCHASE BANGKOK THA,Intercontinental
*SQ INTERCONTINENTAL 10/24 PURCHASE LONDON UK,Intercontinental
*SQ INTERCONTINENTAL 11/24 PURCHASE LONDON UK,Intercontinental
*SQ JACK IN THE BOX BANGKOK 06/25 PURCHASE BANGKOK TH,Jack in the Box
*SQ JACK IN THE BOX SEOUL 12/11 PURCHASE SEOUL KR,Jack in the Box
*SQ JAMBA JUICE SAO PAULO 07/23 PURCHASE SAO PAULO BR,Jamba Juice
*SQ JASON'S DELI HONG KONG 03/01 PURCHASE HONG KONG HK,Jason's Deli
*SQ JERSEY MIKE'S SYDNEY 02/05 PURCHASE SYDNEY AU,Jersey Mike's
*SQ JIMMY JOHN'S BERLIN 02/21 PURCHASE BERLIN DE,Jimmy John's
*SQ KEBAB KING ISTANBUL 01/03 PURCHASE ISTANBUL TR,Kebab King Istanbul
*SQ KEBAB KING ISTANBUL 02/24 PURCHASE ISTANBUL TR,Kebab King Istanbul
*SQ KEBAB KING ISTANBUL 04/21 PURCHASE ISTANBUL TR,Kebab King Istanbul
*SQ KFC TOKYO 05/12 PURCHASE TOKYO JP,KFC
*SQ KRISPY KREME CAPE TOWN 07/31 PURCHASE CAPE TOWN ZA,Krispy Kreme
*SQ LITTLE CAESARS PIZZA LISBON 06/21 PURCHASE LISBON PT,Little Caesars
*SQ LITTLE CAESARS SAO PAULO 11/25 PURCHASE SAO PAULO BR,Little Caesars
*SQ LYFT RIDE 10/22 PURCHASE BOSTON MA,Lyft
*SQ MANDARIN ORIENTAL 04/04 PURCHASE SINGAPORE SGP,Mandarin Oriental
*SQ MANDARIN ORIENTAL 08/14 PURCHASE HONG KONG HKG,Mandarin Oriental
*SQ MARRIOTT HOTEL 02/11 PURCHASE DUBAI UAE,Marriott
*SQ MARRIOTT HOTEL 04/15 PURCHASE SINGAPORE SG,Marriott
*SQ MARRIOTT HOTEL 06/17 PURCHASE ROME IT,Marriott
